nume,nume_en,slug,subtitlu,descriere,oras,judet,tip,adresa,latitudine,longitudine,meta_title,meta_description,cuvinte_cheie,imagine_principala,galerie_foto,imagine_credit,cod_lmi
"Farmacia „Ghițun”, Str. Cuza Vodă 27",,farmacia-ghitun-str-cuza-voda-27-iasi,,,Iași,Iași,cladire-istorica,"Str. Cuza Vodă 27",47.164493,27.584641,,,,,,,IS-II-m-B-03845
"Școală (tip Spiru Haret), Str. Botez Octav 2",,scoala-tip-spiru-haret-str-botez-octav-2-iasi,,,Iași,Iași,cladire-istorica,"Str. Botez Octav 2",47.170911,27.584425,,,,,,,IS-II-m-B-03748
"Institutul de Igienă M. Ciucă",,institutul-de-igiena-m-ciuca-iasi,,,Iași,Iași,cladire-istorica,"Bd. Carol I 1",47.17073,27.575264,,,,,,,IS-II-m-B-03777
"Școală (tip Spiru Haret), Str. Catargiu Lascăr 28",,scoala-tip-spiru-haret-str-catargiu-lascar-28-iasi,,,Iași,Iași,cladire-istorica,"Str. Catargiu Lascăr 28",47.173017,27.578478,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/%C8%98coala_Primar%C4%83_Mihail_Kog%C4%83lniceanu_din_Ia%C8%99i.jpg/1280px-%C8%98coala_Primar%C4%83_Mihail_Kog%C4%83lniceanu_din_Ia%C8%99i.jpg,,"{""author"":""Maria52288"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Școala_Primară_Mihail_Kogălniceanu_din_Iași.jpg""}",IS-II-m-B-03795
"Școală, Str. Catargiu Lascăr 66",,scoala-str-catargiu-lascar-66-iasi,,,Iași,Iași,cladire-istorica,"Str. Catargiu Lascăr 66",47.177425,27.57575,,,,,,,IS-II-m-B-03800
"Fosta Școală Pedagogică, azi corpul D Universitatea „Al. I. Cuza” Iași",,fosta-scoala-pedagogica-azi-corpul-d-universitatea-al-i-cuza-iasi-iasi,,,Iași,Iași,cladire-istorica,"Str. Cozma Toma 3",47.172725,27.574087,,,,,,,IS-II-m-B-03826
"Școala generală „Carol I”",,scoala-generala-carol-i-iasi,,,Iași,Iași,cladire-istorica,"Str. Cozma Toma 6",47.172998,27.567776,,,,,,,IS-II-m-B-03828
"Școala generală nr. 1 „Gheorghe Asachi”",,scoala-generala-nr-1-gheorghe-asachi-iasi,,,Iași,Iași,cladire-istorica,"Bd. Ștefan cel Mare și Sfânt 30",47.159213,27.585323,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/%C8%98coala_general%C4%83_nr._1_%E2%80%9EGheorghe_Asachi%E2%80%9D_%283%29.jpg/1280px-%C8%98coala_general%C4%83_nr._1_%E2%80%9EGheorghe_Asachi%E2%80%9D_%283%29.jpg,,"{""author"":""Manole Alexandru"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Școala_generală_nr._1_„Gheorghe_Asachi”_(3).jpg""}",IS-II-m-B-04077
"Hotel Binder, Str. Conta Vasile 23",,hotel-binder-str-conta-vasile-23-iasi,,,Iași,Iași,cladire-istorica,"Str. Conta Vasile 23",47.173148,27.578086,,,,,,,IS-II-m-B-03814
"Teatrul Național „Vasile Alecsandri” din Iași",,teatrul-national-vasile-alecsandri-din-iasi-iasi,,,Iași,Iași,teatru-opera,"Str. Bârsescu Agatha 18",47.1632209,27.5848455,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/Romania_Ia%C8%99i_National_Theatre.jpg/1280px-Romania_Ia%C8%99i_National_Theatre.jpg,,"{""author"":""Alexander Klink"",""license"":""CC BY 4.0"",""license_url"":""https://creativecommons.org/licenses/by/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Romania_Iași_National_Theatre.jpg""}",IS-II-a-A-03735
"Mănăstirea Sfinții Trei Ierarhi din Iași",,manastirea-sfintii-trei-ierarhi-din-iasi-iasi,,,Iași,Iași,biserica-manastire,"Bd. Ștefan cel Mare și Sfânt 28",47.1597,27.5847,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/Three_Holy_Hierarchs_Monastery_in_Ia%C8%99i.jpg/1280px-Three_Holy_Hierarchs_Monastery_in_Ia%C8%99i.jpg,,"{""author"":""Pudelek"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Three_Holy_Hierarchs_Monastery_in_Iași.jpg""}",IS-II-a-A-04076
"Mănăstirea Cetățuia din Iași",,manastirea-cetatuia-din-iasi-iasi,,,Iași,Iași,biserica-manastire,"Str. Cetățuia 1",47.131515069426,27.584037451857,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/M%C4%83n%C4%83stirea_Cet%C4%83%C5%A3uia53.jpg/1280px-M%C4%83n%C4%83stirea_Cet%C4%83%C5%A3uia53.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Mănăstirea_Cetăţuia53.jpg""}",IS-II-a-A-03806
"Mănăstirea Galata, Str. Mănăstirii 4",,manastirea-galata-str-manastirii-4-iasi,,,Iași,Iași,biserica-manastire,"Str. Mănăstirii 4",47.1461964,27.5690746,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/Manastirea_Galata.jpg/1280px-Manastirea_Galata.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Manastirea_Galata.jpg""}",IS-II-m-A-03940
"Mănăstirea Golia, Str. Cuza Vodă 51",,manastirea-golia-str-cuza-voda-51-iasi,,,Iași,Iași,biserica-manastire,"Str. Cuza Vodă 51",47.164861111111,27.589388888889,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/Biserica_%E2%80%9E%C3%8En%C4%83l%C8%9Barea_Domnului%E2%80%9D_%284%29.jpg/1280px-Biserica_%E2%80%9E%C3%8En%C4%83l%C8%9Barea_Domnului%E2%80%9D_%284%29.jpg,,"{""author"":""Manole Alexandru"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_„Înălțarea_Domnului”_(4).jpg""}",IS-II-a-A-03852
"Mănăstirea Podgoria Copou",,manastirea-podgoria-copou-iasi,,,Iași,Iași,biserica-manastire,"Str. Podgoriilor",47.193888888889,27.548055555556,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5f/M%C4%83n%C4%83stirea_Podgoria_Copou.jpg/1280px-M%C4%83n%C4%83stirea_Podgoria_Copou.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Mănăstirea_Podgoria_Copou.jpg""}",IS-II-m-B-04001
"Casa Dosoftei, Str. Panu Anastasie 69",,casa-dosoftei-str-panu-anastasie-69-iasi,,,Iași,Iași,cladire-istorica,"Str. Panu Anastasie 69",47.159031,27.586888,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/Casa_Dosoftei25.jpg/1280px-Casa_Dosoftei25.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_Dosoftei25.jpg""}",IS-II-m-A-03963
"Casa Roset din Iași, Bd. Independenței 16",,casa-roset-din-iasi-bd-independentei-16-iasi,,,Iași,Iași,cladire-istorica,"Bd. Independenței 16",47.166836,27.584079,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/Ia%C5%9Fi_%2C_Natural_History_Museum_2.jpg/1280px-Ia%C5%9Fi_%2C_Natural_History_Museum_2.jpg,,"{""author"":""Argenna"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Iaşi_,_Natural_History_Museum_2.jpg""}",IS-II-m-B-03917
"Casa Corpului Didactic din Iași",,casa-corpului-didactic-din-iasi-iasi,,,Iași,Iași,cladire-istorica,"Str. Botez Octav 2-A",47.170911,27.584425,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/87/Casa_Corpului_Didactic_1.JPG/1280px-Casa_Corpului_Didactic_1.JPG,,"{""author"":""ElenaCozma"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_Corpului_Didactic_1.JPG""}",IS-II-m-B-03749
"Baia Turcească din Iași, Str. Crișan 16",,baia-turceasca-din-iasi-str-crisan-16-iasi,,,Iași,Iași,cladire-istorica,"Str. Crișan 16",47.161182,27.579411,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/60/Baia_Turceasca_Iasi.JPG/1280px-Baia_Turceasca_Iasi.JPG,,"{""author"":""KittyKaliNeo"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Baia_Turceasca_Iasi.JPG""}",IS-II-m-B-03769
"Inspectoratul Școlar din Iași",,inspectoratul-scolar-din-iasi-iasi,,,Iași,Iași,cladire-istorica,"Str. Bălcescu Nicolae 26",47.170375,27.582271,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/Inspectoratul_%C8%98colar%2C_B%C4%83lcescu.JPG/1280px-Inspectoratul_%C8%98colar%2C_B%C4%83lcescu.JPG,,"{""author"":""ElenaCozma"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Inspectoratul_Școlar,_Bălcescu.JPG""}",IS-II-m-B-03725
"Stăreție, Str. Cuza Vodă 51",,staretie-str-cuza-voda-51-iasi,,,Iași,Iași,cladire-istorica,"Str. Cuza Vodă 51",47.16496,27.5888,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/Golia_Monastery_Priory_2.JPG/1280px-Golia_Monastery_Priory_2.JPG,,"{""author"":""Argenna"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Golia_Monastery_Priory_2.JPG""}",IS-II-m-A-03852.02
